ad_id,campaign_id,listing_id,listing_source,product_area,ad_type,impressions,clicks,revenue,event_date,campaign_metadata
11292,CMP-01130,4551,marketplace,Marketplace,Sponsored,290,8,14.04,2025-07-15,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
11293,CMP-01130,37712,marketplace,Marketplace,Featured,1866,128,276.76,2024-12-09,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
11294,CMP-01130,49645,marketplace,Marketplace,Highlight,234,11,19.0,2024-03-05,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 1000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
11295,CMP-01130,8665,marketplace,Marketplace,Banner,8245,212,456.29,2023-10-08,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11296,CMP-01130,3876,property,Property,Highlight,896,25,42.95,2024-04-04,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
11297,CMP-01130,11239,jobs,Jobs,Gallery,855,23,14.47,2024-06-22,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
11298,CMP-01130,10616,property,Property,Banner,9653,272,740.8,2025-03-27,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11299,CMP-01130,19054,marketplace,Marketplace,Sponsored,3290,163,207.75,2026-04-22,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11300,CMP-01130,39043,marketplace,Marketplace,Featured,1646,29,21.25,2025-03-04,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
11301,CMP-01131,10822,property,Property,Sponsored,2981,124,54.75,2026-05-06,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
11302,CMP-01131,43528,marketplace,Marketplace,Banner,9981,482,692.77,2024-04-20,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
11303,CMP-01131,19293,motors,Motors,Featured,1994,70,252.01,2024-02-23,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
11304,CMP-01131,5743,property,Property,Gallery,269,8,8.07,2025-02-23,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11305,CMP-01131,38719,marketplace,Marketplace,Highlight,851,35,85.15,2025-09-11,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
11306,CMP-01131,106,property,Property,Featured,1143,76,91.99,2026-04-25,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 10000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
11307,CMP-01131,38817,marketplace,Marketplace,Gallery,927,38,82.73,2026-05-28,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
11308,CMP-01131,5008,property,Property,Featured,1781,45,51.88,2024-03-12,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 50000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
11309,CMP-01131,617,property,Property,Gallery,433,9,38.18,2025-09-29,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
11310,CMP-01131,31691,marketplace,Marketplace,Featured,1511,43,100.01,2024-11-14,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11311,CMP-01132,3370,motors,Motors,Featured,1953,98,301.04,2023-10-20,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
11312,CMP-01132,217,motors,Motors,Featured,934,54,152.92,2024-08-14,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
11313,CMP-01132,49187,marketplace,Marketplace,Featured,295,17,16.17,2024-04-03,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
11314,CMP-01132,2527,jobs,Jobs,Highlight,72,1,2.42,2026-08-25,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
11315,CMP-01132,13651,property,Property,Highlight,376,17,82.75,2024-09-26,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
11316,CMP-01132,19125,motors,Motors,Highlight,994,35,49.9,2024-05-02,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
11317,CMP-01132,11398,motors,Motors,Sponsored,1835,37,114.42,2023-11-21,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
11318,CMP-01132,49110,marketplace,Marketplace,Gallery,196,3,4.68,2023-12-13,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
11319,CMP-01132,5016,property,Property,Banner,3647,94,221.43,2025-11-16,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11320,CMP-01132,11495,motors,Motors,Highlight,177,3,4.93,2025-03-21,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11321,CMP-01133,5561,marketplace,Marketplace,Featured,386,27,65.54,2025-05-15,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
11322,CMP-01133,1063,motors,Motors,Featured,1171,23,27.87,2024-01-01,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11323,CMP-01133,10378,property,Property,Featured,897,26,105.53,2026-06-10,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
11324,CMP-01133,7799,property,Property,Highlight,471,15,42.04,2026-05-16,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11325,CMP-01133,2265,property,Property,Highlight,772,36,157.75,2026-01-27,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
11326,CMP-01133,9314,property,Property,Sponsored,614,15,38.13,2024-05-05,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
11327,CMP-01133,4195,motors,Motors,Banner,2791,57,92.14,2026-02-25,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
11328,CMP-01133,6884,motors,Motors,Gallery,289,12,43.4,2024-12-09,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11329,CMP-01133,24916,marketplace,Marketplace,Featured,115,6,4.57,2024-10-06,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
11330,CMP-01133,23107,marketplace,Marketplace,Featured,893,55,124.96,2024-09-29,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
11331,CMP-01134,26134,marketplace,Marketplace,Gallery,794,23,35.84,2025-11-03,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11332,CMP-01134,7965,marketplace,Marketplace,Sponsored,424,6,4.61,2025-07-22,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
11333,CMP-01134,22495,marketplace,Marketplace,Highlight,790,18,22.96,2024-04-28,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11334,CMP-01134,10397,property,Property,Highlight,735,36,117.4,2026-04-21,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
11335,CMP-01134,8664,property,Property,Highlight,664,28,72.71,2024-06-03,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11336,CMP-01134,10534,marketplace,Marketplace,Banner,6264,196,397.25,2025-01-04,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11337,CMP-01134,9308,motors,Motors,Highlight,324,11,36.38,2025-12-12,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
11338,CMP-01134,756,jobs,Jobs,Featured,1644,74,135.5,2023-08-13,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11339,CMP-01134,10698,marketplace,Marketplace,Sponsored,657,32,27.41,2026-04-30,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
11340,CMP-01134,14842,property,Property,Gallery,546,8,13.68,2026-01-21,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
11341,CMP-01135,3327,property,Property,Highlight,608,24,56.09,2024-01-12,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
11342,CMP-01135,34445,marketplace,Marketplace,Gallery,731,16,7.37,2025-10-22,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11343,CMP-01135,31977,marketplace,Marketplace,Featured,1890,65,110.3,2025-10-19,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11344,CMP-01135,10315,motors,Motors,Featured,1769,27,51.83,2024-07-26,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
11345,CMP-01135,4462,property,Property,Highlight,669,9,6.35,2025-07-19,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 10000, ""target_audience"": ""35-45"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
11346,CMP-01135,34621,marketplace,Marketplace,Gallery,631,12,16.64,2025-07-01,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11347,CMP-01135,2319,property,Property,Featured,682,43,83.15,2025-06-08,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 500, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
11348,CMP-01135,2135,motors,Motors,Banner,1005,33,22.46,2024-09-24,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
11349,CMP-01135,7978,jobs,Jobs,Featured,1453,36,85.96,2025-09-10,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
11350,CMP-01135,8274,jobs,Jobs,Highlight,794,29,45.43,2026-08-12,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
11351,CMP-01136,36482,marketplace,Marketplace,Featured,1898,30,21.26,2026-05-23,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
11352,CMP-01136,31099,marketplace,Marketplace,Highlight,549,19,8.97,2024-04-20,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
11353,CMP-01136,16962,marketplace,Marketplace,Featured,1425,67,100.38,2023-11-23,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11354,CMP-01136,14680,motors,Motors,Gallery,124,3,4.67,2025-11-21,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
11355,CMP-01136,21596,marketplace,Marketplace,Featured,1379,97,97.19,2025-10-14,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
11356,CMP-01136,45467,marketplace,Marketplace,Featured,661,30,59.3,2024-09-24,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
11357,CMP-01136,12669,jobs,Jobs,Banner,6772,253,623.27,2026-01-23,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
11358,CMP-01136,18954,motors,Motors,Sponsored,2130,80,46.62,2026-05-18,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
11359,CMP-01136,21884,marketplace,Marketplace,Banner,4587,66,54.97,2025-05-07,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
11360,CMP-01136,18650,marketplace,Marketplace,Banner,5159,174,265.8,2025-04-22,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
11361,CMP-01137,9601,property,Property,Featured,1442,90,371.08,2024-09-16,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11362,CMP-01137,9696,marketplace,Marketplace,Featured,854,36,80.22,2025-05-23,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
11363,CMP-01137,6245,motors,Motors,Highlight,87,4,10.16,2024-12-04,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
11364,CMP-01137,35410,marketplace,Marketplace,Banner,8152,377,838.73,2023-11-08,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
11365,CMP-01137,7789,motors,Motors,Sponsored,2742,32,20.8,2025-07-09,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
11366,CMP-01137,28695,marketplace,Marketplace,Gallery,85,2,4.71,2024-10-10,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
11367,CMP-01137,23437,marketplace,Marketplace,Banner,3482,108,255.31,2024-08-17,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 2000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
11368,CMP-01137,8842,property,Property,Gallery,204,7,31.09,2026-07-31,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 2000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
11369,CMP-01137,19429,marketplace,Marketplace,Gallery,196,9,3.61,2024-05-27,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
11370,CMP-01137,17708,motors,Motors,Highlight,186,9,23.98,2025-12-28,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
11371,CMP-01138,6180,motors,Motors,Featured,443,8,11.68,2025-04-19,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
11372,CMP-01138,33093,marketplace,Marketplace,Featured,1397,80,68.19,2025-06-13,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
11373,CMP-01138,9774,marketplace,Marketplace,Featured,294,5,1.97,2025-07-24,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 5000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
